pair,mean_A_mbps,mean_B_mbps,share_A,jain_index
bbr_vs_cubic,55.71595795473506,39.78893775600692,0.5833832657488403,0.9729414513265903
bbr_vs_bbr,50.10470597721059,43.58649599779047,0.5347856033545142,0.9951831614317471
cubic_vs_cubic,60.64701349632064,34.83899756893754,0.6351402977224856,0.9319216333534858
